"","S1_bulk1","S1_bulk2","S1_bulk3","S1_bulk4","S1_bulk5","S1_rAo1","S1_rAo2","S1_rAo3","S1_rAo4","S1_rAo5","S1_rAo6","S2_bulk1","S2_bulk2","S2_bulk3","S2_bulk4","S2_bulk5","S2_rVo1","S2_rVo2","S2_rVo3","S2_rVo4","S2_rVo5","S2_rVo6","S2_rVo7","S1_bulk6","S1_bulk7","S1_bulk8","S1_bulk9","S1_bulk10","S1_rAo7","S1_rAo8","S1_rAo9","S1_rAo10","S2_bulk6","S2_bulk7","S2_bulk8","S2_bulk9","S2_bulk10","S2_rVo8","S2_rVo9","S2_rVo10"
"OTU_1046",0,0,38,0,15,0,28,0,0,110,0,13,17,0,0,0,16,20,95,0,69,0,5,0,0,10,0,17,40,0,0,80,55,52,8,0,26,42,241,0
"OTU_1047",0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,1,0,0,0
"OTU_1051",0,31,5,0,13,0,5,31,56,149,44,0,13,7,10,0,0,0,14,36,12,0,36,7,240,28,7,8,7,99,16,163,0,8,25,0,10,31,0,0
"OTU_1053",0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,41,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,82
"OTU_1054",0,28,36,0,8,25,22,36,31,58,0,0,21,15,6,25,14,10,0,0,13,26,19,0,11,98,0,84,14,0,26,0,0,23,21,38,18,35,21,13
"OTU_1055",0,0,22,78,14,0,11,32,23,51,71,0,31,21,17,0,0,0,75,28,185,13,62,33,42,0,0,14,32,18,0,57,0,91,97,0,0,0,0,0
"OTU_1056",0,0,10,10,17,0,0,0,0,0,0,22,24,28,0,0,69,0,0,37,28,32,22,0,0,0,0,0,0,0,0,0,0,51,0,24,23,0,13,19
"OTU_1057",0,0,0,0,0,0,17,43,0,0,0,4,22,0,26,0,25,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,18,9,0,0,5,0,17
"OTU_1061",0,11,5,0,11,0,5,0,0,0,0,7,0,0,11,11,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,15,0,3
"OTU_1062",6,0,16,0,23,16,0,20,0,14,31,0,11,0,26,15,36,0,13,0,13,22,37,0,12,0,0,0,14,0,16,0,0,4,0,0,1,25,0,31
"OTU_1063",0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,10,38,0,0,0,0,26,0,0,0,0,0,0,0,0,0,30,0,0,0,0,42,34,59
"OTU_1065",0,0,0,0,0,0,0,0,0,0,0,18,10,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,6,0
"OTU_1066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,9,0,0
"OTU_1068",84,43,39,0,33,17,0,88,9,0,0,0,7,6,8,0,7,0,9,0,0,0,0,0,0,9,21,8,0,5,32,0,6,0,0,0,11,8,13,0
"OTU_1069",0,42,26,0,58,16,116,43,0,9,0,12,20,24,0,0,40,0,0,0,0,29,38,169,20,23,0,55,210,29,88,0,0,0,27,0,0,0,0,0
"OTU_1070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,52,29,0
"OTU_1071",0,49,0,25,0,14,42,103,51,0,0,0,34,0,0,0,23,0,32,0,20,0,0,56,0,173,113,121,69,41,91,0,0,0,0,30,0,1,0,0
"OTU_1072",0,1,0,2,4,0,0,0,0,1,0,10,0,8,1,5,1,7,2,0,1,7,0,0,0,0,2,0,0,3,1,0,7,8,4,4,2,0,3,0
"OTU_1073",47,0,28,0,0,43,37,12,0,0,0,24,19,0,0,0,40,0,41,0,214,14,24,0,21,0,0,0,0,0,21,0,46,41,0,0,0,24,22,18
"OTU_1074",0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0
"OTU_1075",10,0,0,0,0,16,29,7,24,0,6,13,7,41,12,0,0,0,0,0,0,0,0,0,89,0,166,17,0,0,26,0,16,9,0,114,36,0,0,0
"OTU_1076",0,0,13,0,0,0,42,0,0,0,0,0,0,0,0,14,0,27,14,0,0,0,0,8,0,0,0,30,0,0,0,0,0,11,0,0,24,13,33,0
"OTU_1077",9,145,54,0,16,0,42,47,21,0,0,0,17,10,19,0,14,0,6,0,29,0,10,0,0,34,0,0,9,0,71,25,32,17,0,0,0,0,34,0
"OTU_1078",0,0,18,0,4,0,0,0,0,0,0,0,11,0,25,14,9,13,9,0,6,6,16,0,0,0,0,0,0,0,7,0,14,33,33,6,79,77,32,4
"OTU_1079",0,0,8,0,6,0,9,0,4,0,17,0,17,0,8,0,34,17,14,10,12,21,19,0,0,0,0,0,0,0,0,0,0,25,0,0,8,48,19,18
"OTU_1080",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,0,13,0,0
"OTU_1081",52,0,0,7,0,405,5,36,166,0,95,0,0,0,0,0,0,0,0,0,0,0,0,12,41,36,47,25,11,0,46,3,0,0,0,0,0,0,0,0
"OTU_1082",22,39,160,0,34,0,53,35,112,7,37,0,13,0,24,11,2,0,15,0,0,0,0,25,29,61,18,34,19,21,4,0,0,18,0,0,0,16,14,6
"OTU_1083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,51,54,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,33,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,23
"OTU_1085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,15,17
"OTU_1089",40,30,35,10,65,20,44,31,54,86,87,0,17,17,17,0,0,0,26,0,47,0,0,19,78,30,32,45,52,44,85,0,0,23,0,18,0,0,6,0
"OTU_1090",0,0,0,0,22,0,45,50,47,152,289,0,0,0,0,0,0,0,0,0,0,0,0,50,201,16,0,0,41,29,60,57,9,0,0,0,0,0,0,0
"OTU_1091",86,95,0,0,0,0,45,0,47,55,133,0,0,0,0,0,0,0,0,0,15,0,0,0,67,272,96,42,25,8,51,0,0,0,0,7,0,0,0,0
"OTU_1093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31,0,29
"OTU_1094",0,13,60,0,12,5,22,8,25,204,56,0,14,0,0,0,10,0,56,0,11,27,16,0,19,0,0,20,0,29,0,107,14,0,10,0,22,0,0,15
"OTU_1095",10,0,0,0,0,0,16,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,3,0,7,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"OTU_1096",0,0,0,0,0,0,0,0,0,0,0,0,0,103,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,41,148,76,0,26,0
"OTU_1097",0,0,6,0,0,35,0,6,0,0,0,0,6,3,8,0,13,12,38,10,0,0,12,0,0,0,15,0,0,0,13,0,52,8,51,24,42,15,12,11
"OTU_1098",0,16,11,16,11,0,18,24,39,152,112,0,0,23,19,0,0,0,39,71,57,0,0,23,27,24,0,22,5,4,0,140,37,8,30,18,32,0,19,0
"OTU_1099",0,0,0,0,0,0,0,0,27,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,0,0,0,7,0,51,0,0,0,0,0,0,0,0
"OTU_1100",0,0,0,0,0,9,15,0,0,7,0,0,10,0,9,16,24,62,0,52,0,27,35,0,0,0,0,0,22,0,0,0,6,17,0,0,0,14,0,27
"OTU_1101",0,0,62,0,47,0,48,0,0,0,0,0,33,0,0,0,14,0,19,0,14,8,0,0,0,0,0,40,65,0,35,0,0,18,17,0,0,0,0,0
"OTU_1102",24,34,19,7,48,0,54,8,0,16,0,30,36,13,17,0,34,0,61,9,67,27,18,11,17,105,31,60,68,54,61,0,0,71,6,25,0,0,23,0
"OTU_1103",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,14,0,31,26,0,0,0,12,0,0,0,0,13,0,0,0,0,0,14,0,0,20,27,2,10
"OTU_1104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,12,60,0,0,0,0,0,0,0,0,0,3,14,0,0,15,0,0,20
"OTU_1105",0,0,0,21,104,0,45,0,0,0,0,72,80,0,14,0,168,0,32,0,68,43,0,0,0,0,0,23,163,59,18,0,0,71,32,35,0,0,0,0
"OTU_1106",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,22,0,0,0,0,0,0,0,0,0,0,24,0,42,0,43,0,34
"OTU_1108",0,0,9,3,42,0,37,15,79,15,47,0,12,17,14,0,23,6,0,6,9,9,17,20,23,20,10,48,42,36,18,9,0,19,0,8,0,12,0,17
"OTU_1110",0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,18,11,0,72,0,19,5
"OTU_1111",14,12,0,0,8,5,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,10,0,0,0,9,0,0,0
"OTU_1112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,29,0,0,0,0,0,0,0,15,0,11,0,0,0,34,61,5,99
"OTU_1115",303,0,0,0,0,173,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1116",0,35,11,0,0,0,6,0,0,0,0,0,615,17,77,0,50,0,9,0,24,12,0,0,0,0,0,0,0,0,14,0,39,56,0,42,0,0,26,0
"OTU_1118",0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,0,12,26,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22,39,33
"OTU_1119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,2,0,0
"OTU_1122",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"OTU_1125",557,0,0,0,0,145,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,262,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1128",0,0,0,0,0,0,0,0,0,0,0,24,5,22,13,18,26,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,19,0,0,8,11,0,29
"OTU_1129",39,0,0,0,16,5,15,12,21,6,4,6,0,15,21,0,12,7,30,0,0,0,50,0,0,17,0,19,0,0,133,0,14,0,0,14,0,6,20,22
"OTU_1130",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,22,5,0,5
"OTU_1131",0,0,18,31,0,0,32,0,0,0,0,0,38,0,11,28,5,8,72,54,70,18,42,0,0,0,0,0,10,0,18,0,62,104,67,13,109,9,193,0
"OTU_1133",274,0,0,0,0,144,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,77,428,23,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1134",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,21,0,0,9,0,13,9,11,0,14,10,20,0
"OTU_1135",0,0,0,0,0,0,0,0,0,0,0,13,37,0,27,0,81,14,23,0,8,43,25,0,0,0,0,0,9,0,0,0,17,42,21,11,0,24,7,99
"OTU_1136",0,0,0,42,7,0,38,44,28,2,0,0,0,0,19,0,0,0,23,11,146,0,0,5,0,0,102,16,70,70,147,0,0,18,0,7,0,0,0,0
"OTU_1138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,19,94,54,2,11,0,0,0,0,0,0,0,0,0,0,0,17,0,4,15,0,0
"OTU_1139",11,0,14,0,25,15,0,17,0,0,0,0,14,8,3,0,0,0,0,0,0,0,0,0,0,2,0,34,39,7,0,0,0,0,0,38,40,0,8,2
"OTU_1140",0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,57,24,0,0,0
"OTU_1141",0,0,21,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,0,3,26,14,0,0,0
"OTU_1142",30,36,9,0,2,0,0,13,41,0,0,0,0,13,0,0,13,0,27,0,0,0,0,0,12,20,87,0,16,0,0,0,8,12,5,14,0,0,6,10
"OTU_1143",0,0,5,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"OTU_1144",0,0,0,12,0,0,106,0,0,2,0,0,0,0,0,26,0,34,35,109,0,0,125,245,0,0,0,0,21,0,73,0,0,54,0,0,0,24,47,0
"OTU_1146",0,38,0,0,23,0,16,41,68,22,44,6,0,11,21,0,12,0,0,0,0,0,0,0,56,62,100,17,65,28,37,144,3,2,2,0,0,0,0,0
"OTU_1147",0,8,0,0,7,68,1,0,0,0,0,0,0,0,12,0,11,62,2,31,0,16,16,8,15,0,4,11,0,0,0,0,0,3,12,0,12,26,92,15
"OTU_1148",32,0,25,0,9,0,9,0,9,0,0,0,0,0,10,0,19,0,0,0,56,0,0,0,17,20,26,8,0,12,59,57,26,61,0,20,0,12,0,5
"OTU_1150",0,37,9,0,42,0,0,28,0,0,0,0,8,0,7,0,15,0,21,0,0,0,0,0,0,0,11,49,53,6,0,0,0,8,0,0,0,11,211,0
"OTU_1151",18,41,0,0,19,15,36,15,9,29,14,10,0,0,22,6,0,23,18,0,16,7,0,8,20,33,27,26,14,17,81,2,0,0,0,6,5,5,20,0
"OTU_1152",0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,27,16,0,14,0,17,17,0,0,0,0,0,0,0,0,0,0,13,8,0,0,16,13,65
"OTU_1154",7,16,11,16,19,0,6,18,0,24,10,16,11,0,17,0,22,0,16,7,22,0,0,10,49,7,7,16,7,51,38,11,5,23,18,19,0,0,5,0
"OTU_1155",7,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"OTU_1156",0,0,0,8,0,0,0,0,0,0,0,0,31,0,7,37,9,0,64,147,67,5,57,0,0,0,0,0,0,0,60,0,102,104,200,0,65,0,33,0
"OTU_1157",0,7,11,8,21,0,12,0,0,0,0,7,14,10,27,0,32,18,17,0,6,8,15,9,0,26,8,17,14,0,8,0,17,13,0,28,0,20,20,30
"OTU_1159",0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,4,14,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,12,0,0,8,0,0,0
"OTU_1162",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,25,0,9,0,50,0,0,0,0,0,0,0,6,0,0,27,70,0,22,72,98,9
"OTU_1163",0,0,0,0,10,0,0,0,0,0,0,0,3,22,0,0,4,0,6,0,6,0,4,7,0,0,0,0,1,0,0,0,3,9,10,3,8,9,0,3
"OTU_1164",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,23,0,25,0,0,22,35,0,0,0,0,0,0,0,0,0,0,29,32,0,46,0,0,43
"OTU_1165",29,44,0,0,0,0,0,0,7,0,0,0,11,35,0,18,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,37,17,23,0
"OTU_1167",0,0,0,0,0,18,0,5,16,23,0,0,13,0,0,0,12,0,0,0,0,27,0,0,0,15,0,0,33,0,0,0,0,0,0,0,0,0,0,1
"OTU_1168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,5,10,5,0,0,0,0,0,13,0,0,0,0,14,13,0,21,0,7,0
"OTU_1169",0,38,16,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,13,16,0
"OTU_1170",0,11,37,0,35,0,45,0,19,0,0,22,28,0,41,15,34,0,0,0,25,0,0,0,0,0,0,25,42,30,197,0,30,28,0,22,20,25,21,26
"OTU_1171",0,0,21,0,6,0,0,0,0,0,0,7,6,0,12,11,0,0,4,0,3,5,0,0,0,0,0,0,0,0,0,0,9,11,0,11,16,5,30,4
"OTU_1172",0,147,13,0,32,0,52,0,0,0,0,11,9,26,3,12,15,0,12,0,11,36,3,0,0,16,0,47,12,0,206,0,0,6,11,2,14,21,51,0
"OTU_1173",0,0,12,0,0,0,0,0,0,0,0,3,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,14,0,2,4
"OTU_1174",100,32,52,21,31,50,129,14,0,51,16,0,8,0,1,2,0,0,0,0,0,0,0,20,30,21,19,49,41,14,74,21,0,0,0,15,2,0,0,0
"OTU_1175",0,13,7,0,11,0,28,0,46,0,0,21,10,0,0,0,7,0,0,0,0,0,0,0,0,10,44,0,7,0,0,0,0,5,0,0,18,0,0,0
"OTU_1176",0,20,11,0,45,0,0,0,0,0,0,15,8,0,34,32,16,41,8,0,4,6,7,0,0,78,0,0,0,0,0,0,28,0,27,8,35,13,29,16
"OTU_1177",0,0,0,153,0,0,37,0,0,28,18,0,15,0,0,0,9,13,19,32,46,0,7,115,8,0,0,0,20,15,15,9,6,10,39,13,0,0,9,0
"OTU_1178",0,0,0,19,18,0,21,33,0,31,49,0,0,0,0,0,0,0,0,0,0,0,0,150,63,0,0,0,138,52,22,0,0,0,0,0,0,0,0,0
"OTU_1179",17,0,17,17,19,26,14,32,6,69,0,0,0,4,0,0,12,0,17,17,0,0,13,6,14,22,6,26,52,3,18,16,7,0,10,9,15,0,0,0
"OTU_1180",0,0,31,0,37,0,0,8,0,0,0,21,17,0,15,0,13,11,17,6,16,0,16,0,0,0,0,0,0,0,6,0,25,31,32,22,40,0,13,7
"OTU_1181",0,66,24,0,70,24,59,0,0,0,0,49,46,41,50,0,49,0,50,60,39,0,0,18,0,24,0,17,47,24,38,0,0,52,0,71,0,0,52,0
"OTU_1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,855,0,0,0,0,0,0,0,5,0,0,0,0,0,52,0,0,0,0,0
"OTU_1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0,54,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,12
"OTU_1187",0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,15,13,58,0,7,0,32,15,0,0,0,0,0,36,0,6,0,0,16,0,0,0,15,0,30
"OTU_1188",0,0,96,0,94,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,4,0,1,3,0,0,0,2,86,154,0,157,0,0,0,0,0,0,0,0
"OTU_1189",0,0,0,0,34,0,11,6,0,0,0,0,0,0,0,0,9,0,5,0,0,29,13,4,0,16,0,64,10,0,13,0,0,0,0,0,14,0,0,39
"OTU_1191",0,0,0,0,0,0,0,0,0,0,0,8,19,0,20,12,18,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,0
"OTU_1192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,8,0,0,21,39,30,15
"OTU_1193",0,0,7,0,23,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,13,0,0,24,0,0,0
"OTU_1194",0,0,9,0,14,0,0,0,0,0,0,17,11,3,10,5,22,0,10,0,17,0,12,0,0,0,0,0,0,0,0,0,7,19,9,5,0,29,20,15
"OTU_1195",0,0,8,0,6,0,0,0,0,0,0,0,15,0,16,0,3,0,0,0,10,11,7,0,0,0,0,0,0,0,0,0,0,26,0,0,0,32,0,30
"OTU_1196",0,12,25,54,0,0,0,12,0,0,0,0,12,0,11,34,17,11,19,9,136,0,0,0,225,0,9,0,6,0,22,0,0,31,24,3,44,14,9,2
"OTU_1197",208,0,0,0,4,0,0,6,19,0,0,0,0,7,0,0,8,0,0,0,0,0,0,4,0,12,0,23,28,0,3,0,0,7,0,0,0,0,0,0
"OTU_1198",10,28,64,0,10,5,61,0,25,33,13,0,0,0,0,0,0,4,115,0,58,0,0,0,0,29,0,43,0,1,7,0,26,57,112,20,59,0,33,0
"OTU_1199",0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,16,0,41,19,11,0,0,26,0,0,0,0,0,0,0,0,0,11,24,17,0,18,28,28,19
"OTU_1200",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"OTU_1201",0,0,8,21,43,0,0,26,13,68,18,0,12,0,0,0,10,0,98,30,32,0,9,12,79,14,0,21,12,50,18,140,0,22,28,12,16,0,36,0
"OTU_1202",0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,10,3,23,0,0,0,8,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,6,8
"OTU_1203",0,3,0,0,0,0,2,48,79,5,0,0,0,0,10,5,18,16,15,14,13,19,55,0,11,0,0,0,0,0,36,0,56,16,35,0,13,61,21,45
"OTU_1207",23,22,9,1,26,0,59,35,24,0,0,0,7,11,19,10,5,8,6,10,8,6,11,16,16,19,14,28,20,19,45,0,16,0,10,23,17,30,20,16
"OTU_1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,62,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,30
"OTU_1209",82,0,0,0,15,0,0,0,0,0,0,0,0,18,14,19,6,0,0,0,0,0,16,0,0,8,20,0,0,0,0,0,0,16,28,0,29,18,21,22
"OTU_1210",23,30,48,0,0,16,0,18,0,0,0,19,10,43,28,24,21,9,22,0,11,0,19,0,0,0,0,10,10,0,84,0,68,35,0,39,48,31,55,0
"OTU_1211",0,0,0,0,0,0,0,0,0,0,0,44,38,31,46,0,71,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,8,22,0,22,58,12,0
"OTU_1213",57,16,8,5,45,106,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,38,0,10,45,0,49,0,0,0,0,0,0,0,0,0,0,0
"OTU_1214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,9,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,9
"OTU_1217",0,17,20,0,0,0,0,0,0,0,0,7,25,0,14,0,0,12,8,0,10,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,8,0
"OTU_1219",95,39,0,0,23,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,0,21,0,0,0,0,0,0,0,0,0,0,0
"OTU_1220",0,0,0,0,0,0,0,11,0,0,0,29,16,10,32,0,33,13,9,0,10,25,17,0,0,0,0,0,4,0,0,0,20,25,16,17,8,24,39,24
"OTU_1221",0,12,0,103,0,0,0,0,0,0,10,0,10,9,0,20,0,18,0,0,2,0,0,0,0,0,0,37,0,0,15,14,28,0,0,0,53,19,25,8
"OTU_1222",0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"OTU_1223",0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_1224",85,0,0,0,0,20,41,55,20,0,0,0,17,16,35,0,0,9,6,9,0,0,0,0,0,53,49,37,0,0,45,0,52,8,0,27,0,0,112,0
"OTU_1225",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,16,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,10,15
"OTU_1226",0,0,0,0,0,0,0,0,0,0,0,0,0,84,65,0,57,0,78,93,236,0,64,0,0,0,0,0,0,0,0,0,0,70,42,141,0,0,0,0
"OTU_1227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46,202,0
"OTU_1228",0,0,20,55,64,0,0,0,0,0,0,29,27,19,49,0,0,0,1,0,65,0,0,5,0,0,0,0,106,238,8,0,0,0,30,2,0,0,1,8
"OTU_1229",0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,17,21,0,0,0
"OTU_1230",0,0,12,0,0,0,0,0,0,0,0,12,4,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,0,15,0,0,103,0
"OTU_1232",29,0,0,0,0,56,40,74,56,66,449,0,0,0,0,0,0,0,0,0,0,0,0,31,77,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1235",11,0,0,0,0,17,17,0,0,0,0,0,0,0,18,0,9,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0
"OTU_1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,26,0,0,0
"OTU_1237",0,0,0,0,0,0,0,0,0,0,0,34,42,0,47,33,69,0,0,0,47,17,16,0,0,0,0,0,0,0,0,0,45,58,0,42,36,0,0,0
"OTU_1238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,6,0,0
"OTU_1239",0,0,0,0,0,0,14,24,50,114,118,0,0,15,0,0,0,0,29,6,15,0,0,26,209,0,0,0,6,0,10,169,20,0,0,0,0,23,0,14
"OTU_1242",107,15,24,0,55,47,14,0,0,0,0,47,20,24,38,0,31,0,20,0,30,26,0,0,0,0,170,16,97,0,24,0,45,39,12,18,0,0,0,0
"OTU_1243",7,14,0,0,26,9,0,34,94,0,8,0,31,21,24,0,20,10,29,0,31,0,2,4,11,0,0,0,0,25,64,0,5,0,16,12,35,16,0,0
"OTU_1244",0,0,0,0,0,7,23,6,72,21,335,0,0,0,0,0,0,0,0,0,0,0,8,7,330,3,0,0,38,0,13,0,5,0,20,9,0,0,0,0
"OTU_1245",0,23,4,0,17,0,22,15,13,0,16,29,23,30,49,0,65,0,25,0,50,5,7,0,79,44,21,11,0,25,0,0,34,56,0,87,0,0,0,13
"OTU_1246",576,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1248",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,25,43,0,0,52,19,0,0,0,0,0,0,0,0,34,26,48,0,56,0,37,0
"OTU_1250",0,0,191,0,55,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,14,0,0,0,0
