	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_62231	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_62232	Eukaryota						
OTU_62233	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_62234	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_62235	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_62236	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_62237	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_62238	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_62239	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_62240	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_62241	Bacteria	Chloroflexota	TK10				
OTU_62333	Bacteria	Actinomycetota	Thermoleophilia				
OTU_62456	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_62457	Bacteria	Pseudomonadota	Gammaproteobacteria				
OTU_62458	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_62459	Bacteria	Actinomycetota	Actinobacteria				
OTU_62460	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_62461	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_62462	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae		
OTU_62463	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_62464	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_62465	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_62466	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_62467	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae		
OTU_62468	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Povalibacter	
OTU_62469	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_62470	Bacteria	Actinomycetota	Thermoleophilia				
OTU_62471	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter	
OTU_62472	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae		
OTU_62473	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
OTU_62474	Bacteria	Actinomycetota					
OTU_62475	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae		
OTU_62476	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_62477	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
OTU_62478	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	FFCH9454		
OTU_62479	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_62480	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
OTU_62481	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	
OTU_62482	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_62483	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae		
OTU_62484	Bacteria	Myxococcota	Polyangiia	mle1-27			
OTU_62485	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_62486	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
OTU_62487	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	
OTU_62776	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_62777	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
OTU_62778	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_62779	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae		
OTU_62780	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales			
OTU_62781	Bacteria	Pseudomonadota	Alphaproteobacteria	Micavibrionales	Micavibrionaceae		
OTU_62782	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_62783	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_62784	Eukaryota						
OTU_62785	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
OTU_62786	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_62787	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_62788	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales			
OTU_62789	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae		
OTU_62790	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Actinopolymorpha	
OTU_62791	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_62792	Eukaryota						
OTU_62793	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_62794	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_62795	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_62796	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_62797	Bacteria						
OTU_62798	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Brevitalea	
OTU_62799	Bacteria	Pseudomonadota	Gammaproteobacteria				
OTU_62800	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_62888	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_62889	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_62890	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_62891	Bacteria	Chloroflexota	AD3				
OTU_62892	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Parafilimonas	
OTU_62893	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_62894	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	
OTU_62895	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae		
OTU_62896	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_62897	Bacteria	Actinomycetota	Actinobacteria				
OTU_62898	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae		
OTU_62899	Eukaryota						
OTU_62900	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae		
OTU_62901	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_62902	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_62903	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_62904	Bacteria	Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	
OTU_62905	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella	
OTU_62906	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_62907	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales			
OTU_62908	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales			
OTU_62909	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocapsa	
OTU_62910	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae		
OTU_62911	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_62912	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_62913	Eukaryota						
OTU_62914	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU_62915	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_62916	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_62917	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Planosporangium	
OTU_62918	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_62919	Bacteria	Armatimonadota					
OTU_62920	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae		
OTU_62921	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_62922	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Sorangium	
OTU_62923	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales			
OTU_62924	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_62925	Bacteria	Actinomycetota	Actinobacteria				
OTU_62926	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_62927	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia	
OTU_62928	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_62929	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	
OTU_62930	Bacteria	Chloroflexota	KD4-96				
OTU_62931	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	
OTU_62932	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_62933	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	
OTU_62934	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin517	
OTU_62935	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_62936	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_62937	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_63011	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_63097	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_63503	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_63506	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_63507	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_63508	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU_63509	Bacteria	Acidobacteriota	Blastocatellia				
OTU_63510	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_63511	Bacteria	Myxococcota	Polyangiia	Polyangiales	Phaselicystaceae	Phaselicystis	
OTU_63512	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63513	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_63514	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae		
OTU_63515	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63516	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae		
OTU_63517	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_63518	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_63519	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_63520	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63521	Bacteria	Chloroflexota	Ktedonobacteria	C0119			
OTU_63522	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_63523	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63524	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
OTU_63525	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
OTU_63526	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	
OTU_63527	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_63528	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_63529	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae		
OTU_63530	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_63531	Bacteria	Chloroflexota	KD4-96				
OTU_63532	Bacteria	Gemmatimonadota	BD2-11 terrestrial group				
OTU_63533	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
OTU_63534	Bacteria						
OTU_63535	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales	AKIW781		
OTU_63536	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63537	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_63538	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	
OTU_63539	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63540	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_63541	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_63542	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_63543	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_63544	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU_63574	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Nakamurellaceae	Vallicoccus	
OTU_63575	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_63576	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae		
OTU_63577	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	
OTU_63578	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales			
OTU_63579	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_63580	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_63581	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae		
OTU_63582	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
OTU_63583	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8		
OTU_63584	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63585	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_63586	Bacteria						
OTU_63587	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_63588	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV			
OTU_63589							
OTU_63590	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_63591	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63592	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_63593	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	
OTU_63594	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_63595	Bacteria						
OTU_63596	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63597	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae		
OTU_63598	Bacteria	Planctomycetota	vadinHA49				
OTU_63599	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Bradyrhizobium	
OTU_63600	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
OTU_63601	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63602	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
OTU_63603	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	
OTU_63604	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
OTU_63605	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_63606	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63607	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
OTU_63608	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_63609	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_63610	Bacteria	Actinomycetota	Actinobacteria				
OTU_63611	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_63612	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_63613	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_63614	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_63615	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	
OTU_63616	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
OTU_63617	Bacteria	Actinomycetota	Actinobacteria	Micrococcales			
OTU_63618	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	
OTU_63619	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63620	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_63621	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	DEV008	
OTU_63622	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63623	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae		
OTU_63624	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_63625	Bacteria	Acidobacteriota	Subgroup 5				
OTU_63626	Bacteria	Actinomycetota	Actinobacteria				
OTU_63627	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU_63628	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_63629	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	A4b		
OTU_63630	Bacteria	Actinomycetota	Actinobacteria				
OTU_63761	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU_63762	Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales			
OTU_63763	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Arenimicrobium	
OTU_63764	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_63765	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_63766	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63767	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales			
OTU_63768	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_63769	Bacteria	Planctomycetota	Planctomycetes				
OTU_63770	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_63771	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
OTU_63772	Bacteria	Pseudomonadota	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	
OTU_63773	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_63774	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae		
OTU_63775	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	
OTU_63776							
OTU_63777	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_63778	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_63779	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	
OTU_63780	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_63781	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_63782	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63783	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63784	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Jiangella	
OTU_63785	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_63786	Bacteria						
OTU_63787	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63788	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_63789	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_63790	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_63791	Bacteria	Verrucomicrobiota	Verrucomicrobiia	UA11			
OTU_63792	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
OTU_63793	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae		
OTU_63794	Bacteria	Myxococcota	bacteriap25				
OTU_63795	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU_63796	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU_63797	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
OTU_63798	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_63799	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU_63800	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_63801	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722		
OTU_63802	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_63803	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales			
OTU_63804	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium	
OTU_63805	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_63806	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	
OTU_63807	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae		
OTU_63808	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae		
OTU_63809	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_63810	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63811	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63812	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_63813	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	
OTU_63892	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63893	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_63894	Bacteria	Chloroflexota	Gitt-GS-136				
OTU_63895	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63896	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU_63897	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_63898	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	AKYG1722		
OTU_63899	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_63900	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8		
OTU_63901	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63902	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Brevitalea	
OTU_63903	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae		
OTU_63904	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae		
OTU_63905	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_63906	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae		
OTU_63907	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU_63908	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_63909	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	
